fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
11.614989172699328,0.5636771652404186,0.6645577384606338,2.078098638120531,0.07658152141904816,10.290756236851198,45.562274347015546,1.000800025240108,3.2493000905408267,0.576791449874543,8.859725551859686,3
11.737143270877429,0.580765263798959,0.6563218392604061,2.149142125505044,0.07186360430064255,9.977703907910929,48.28482035667944,1.0008242596047952,3.254764607298465,0.5862883657617938,9.111208024593147,3
10.413895190103387,0.6049099726461356,0.48504211928708835,2.03853038282837,0.19599572130594356,5.215679399676206,16.743252260507163,0.9995954578098407,3.1697297565503555,0.6239935550761805,8.4,3
10.38969632183822,0.5982874511590146,0.4859881769760584,2.041092125993053,0.20151695627139102,4.620688658902006,16.760552040468333,0.99943142100542,3.162388916449329,0.621587189176155,8.511009784647413,3
7.624823854560798,1.58,0.0,2.2352964965475643,0.1385584284047014,5.193120886076188,9.469152384401905,0.9945377807103433,3.4965451742806675,0.393837881876285,10.821591293258349,3
6.91342558569822,0.8308230147699773,0.0,1.2038143069188707,0.26818564006636375,16.349157010205534,29.07718013665848,0.9947404912842858,3.3038588499188672,0.5078282548283617,9.756046438741727,3
8.319053258441,1.0324389968703547,0.028958618645988837,3.4165909295603836,0.08500661738104684,5.650182856673201,12.163319352497002,0.9989235397285342,3.480547197369402,0.4699078083979607,10.880818639588206,3
11.564311179420212,0.5823356023980598,0.6430547140487554,2.079887607234148,0.0732086360915622,10.027075197313602,48.56204989133958,1.0008040602247459,3.2501997657885817,0.5682299433912832,9.019592146251401,3
11.696080610678113,0.5923603347748692,0.6684276255629957,2.1557818328673686,0.07594417125855342,9.674252802384053,48.52215834758814,1.0008229827570119,3.2514180299588533,0.5653529903244887,8.940418402134457,3
7.437237278176087,1.1851103054763528,0.0,4.264557835427057,0.09688752413210291,4.724972112414861,13.831655803886727,0.9965973201328416,3.646327186322029,0.5466880921229473,10.64194718027348,3
10.533379625247697,0.611855912640008,0.49368535337454106,2.030725772794782,0.19879739303566363,4.412377950245522,18.31689824044981,0.9993950836178954,3.1696168756158767,0.6330073159796868,8.4,3
8.31591381749217,1.0099930247142805,0.008981633914458735,3.4613992938077507,0.08322998927887235,6.6611946365171075,11.381631525604586,0.9989772864413329,3.4860856474450648,0.48487404871800976,11.042057452786239,3
6.593655488613117,0.7636330920772868,0.03298979638970675,1.7186788430267341,0.08298864242271507,6.556675051568093,13.056351094179382,0.9959493447955446,3.5425421555289915,0.6350343391519309,9.988492511812478,3
7.481176070791425,1.58,0.012178357794163132,2.0806371567363575,0.13271661623270523,5.280735836073759,9.471212951469823,0.9946714426385516,3.4960233593187393,0.40617185287436547,10.998036963382859,3
6.943382249562816,0.8030786933328257,0.009381750779426613,1.1603737152266147,0.2682338984238352,17.03020320568794,29.412611683975445,0.994992559848096,3.3192647820998156,0.5034417339896201,9.762901027827084,3
10.549699489429685,0.43953146625829587,0.4051905042650009,1.5111106544179107,0.14085453976939002,33.9011449531294,46.7709650852096,0.9982531060879424,3.373989186987377,0.8557928541678109,9.911838844059371,3
6.7844088478135935,0.8142703496437047,0.008106173462511775,1.1566928232076485,0.2667327888670914,17.58368206559435,30.171569603977613,0.99471935794024,3.323879508694192,0.49101020922298405,9.730242746474973,3
7.2667203764405555,0.9964504994415923,0.053958198243998085,2.0816833410617948,0.059929441765691344,19.881146935290854,53.75291429794048,0.9969102367466326,3.31276669157241,0.5406930226750325,9.681873292455817,3
11.72692569199506,0.5881834521875172,0.6443055403634742,2.1840339014139603,0.06885239223020308,10.13330369570538,46.37392458476154,1.0008108834908145,3.241563638710979,0.5636642514388255,8.97192877063175,3
7.503853646690882,1.58,0.0,2.050343866609282,0.13796047277940968,4.7922153314993015,9.118592929654438,0.9946727939389887,3.5092775023932634,0.4006328855373564,10.9251282626116,3
7.222293414377491,0.9822767934559898,0.053563990717751656,2.132799955607481,0.060061745643992345,20.194489287515083,48.25463762747079,0.9970086527368207,3.3107930908380148,0.5419327238855475,9.755024207928047,3
8.355872604264372,1.0204046124909742,0.025436651877666593,3.416118793948544,0.07881738885914301,6.436494749206154,10.18478848024845,0.9990176569629247,3.4665965593727894,0.48561853729555904,11.053619951236769,3
10.36572874617964,0.43814301929997673,0.4217330537587735,1.4940083071354573,0.147072761906505,33.94049423274192,50.57992143805395,0.9983641073384537,3.3796019996315625,0.8495438311324562,9.854401097972385,3
10.399555168485586,0.6000940961917651,0.4928473192457436,2.0708942636769145,0.20354280513280562,5.928093620872673,14.875837390330833,0.9994531155149393,3.162179860581823,0.6314601738498181,8.454020381123339,3
7.585805067557468,1.5786176387906385,0.014407243982568419,2.153858872554715,0.1406788832336634,5.124922860441196,8.208073560236809,0.9945944882466129,3.5075409069682726,0.4036327693064933,10.897614849813989,3
7.629318177527305,1.57317203265058,0.011986721712281448,2.0840539053775426,0.13788620713966257,5.1412916964908195,6.34817692211588,0.9949316502426804,3.4973839451656374,0.40343352214448097,10.882438245689599,3
11.722239082369438,0.5685576549735648,0.6319692990650516,2.179262451911026,0.07411371031864626,9.525172771028151,45.7344495514036,1.0006886236299002,3.2564180247479304,0.5701054817973124,8.961667209961373,3
7.10786725300023,0.8796784801156124,0.04689645809399734,5.707078688385642,0.08527901033866886,3.2186086467494817,11.146208036556606,0.9982228376746995,3.4014506901657913,0.5068494931769616,10.169705641136826,3
7.655925756029832,1.58,0.0,2.2147158756264886,0.14115354114352585,4.929989070106768,10.055396444657825,0.9948554590416396,3.4898059392136727,0.394709721794166,10.994264880796074,3
7.221943597841085,1.1686488284997205,0.0,4.159370892983017,0.09979860329560654,4.682277758266137,18.676746623966388,0.9966539493526155,3.619029888179146,0.5365243118362639,10.716631928468141,3
10.395768831620407,0.43887724345738244,0.42092081148809707,1.5520544033973478,0.14267549136646646,33.59439810044196,47.38748240455811,0.9982401052147442,3.388701877073355,0.8565585421480343,9.909447072366564,3
10.326765880754921,0.44911222683081997,0.43220888898988424,1.3719919296478547,0.14549708885604484,35.39563170482737,45.21576873553284,0.9983341654429052,3.389271048768714,0.8606398405662896,9.88581158675109,3
7.294146706837836,1.1946935558291798,0.0,4.264691074052688,0.09808509640991847,4.862369098013431,15.503401996245302,0.9965559943453779,3.6325031327981283,0.5521646356703726,10.832335447336495,3
6.623732914459213,0.7693880134507737,0.023288933856747504,1.906500308865436,0.07353233959251879,5.238923977280216,10.785710175715897,0.9960027136276354,3.5615944426409682,0.6369298967732985,10.020605338089517,3
7.370981549452251,1.185356116776598,0.0,4.28304165842986,0.09815877783632394,4.635274585475316,16.170490552846104,0.9965766504727023,3.6381906446732617,0.531573170556324,10.660988179915767,3
7.479545669038274,1.1772665120086983,0.0,4.261536932055989,0.10261166023632763,4.973062842215838,13.52888534273485,0.9964095002948826,3.635299363825428,0.545789045464174,10.68519653013603,3
10.284803468425055,0.43008245878632057,0.434444222308323,1.462104823641805,0.14657990200156787,34.28555891157283,46.94458519734224,0.9984248260809404,3.37293568141765,0.8654639207058407,9.888408669089007,3
6.8026603295213,0.8181536744887226,0.0,1.2020992778179533,0.27063762575223915,16.289805460062226,28.70273128410051,0.9947024208722776,3.3334217163408413,0.5031215485399174,9.807892151390703,3
10.35795013145904,0.4434710062218231,0.42451897164746033,1.4829565993461409,0.14545158777342262,34.35343875418072,49.26582613319264,0.998274697411375,3.384157309789383,0.8672436653765297,9.862061379038673,3
7.071541758744532,0.886781095478455,0.03170542377426029,5.646855650992793,0.08181923544441541,2.6631485048613404,13.62010582472599,0.9980276397417362,3.39700904898163,0.5186314509111235,10.22374140993963,3
11.687089006098876,0.5900665362378138,0.67820755704054,2.180399860858428,0.07494129924908324,10.177833666018552,46.170247568661495,1.00083349656218,3.2448196941716763,0.5579683811002492,9.078562719897402,3
7.346735051467585,0.978789900738405,0.055892028845782836,2.1134136786392848,0.05898585199123711,19.54237850077197,48.66786228856596,0.9969664821733514,3.311990540514216,0.5538844016797364,9.628928420458811,3
6.916152344062063,0.8036135679301349,0.0,1.1481240901537877,0.26462059025767415,15.676321114616474,26.87543295971656,0.9944992631880919,3.307046258177176,0.5118514099904801,9.738963569666494,3
10.386581260496852,0.6070796749544078,0.4956270187896729,2.045482700064815,0.20312630729654557,4.5206223162120684,16.663220362242527,0.9994380445932195,3.1654237381858508,0.6280571483486774,8.4,3
7.239557738845023,0.9819880055907068,0.03621643902117186,2.0080262042754393,0.06438809795445458,19.379229023158526,46.01536741168338,0.9970985080243222,3.302608094916931,0.5496803999221744,9.676367930786,3
11.580557975837614,0.5781506218663819,0.6715613987533506,2.226419141413089,0.07155311398941865,10.555904207117184,46.25811852219795,1.0007813452331327,3.252872885706264,0.563863795863052,9.10812354379736,3
7.1210607227398715,0.8697113639977124,0.046832456825623515,5.736872407477879,0.08438983719089577,3.3597056271834833,15.268512960611698,0.9979727332325021,3.3959564953501777,0.5252064537963763,10.254195746893233,3
7.115335306195793,0.8773142920444897,0.04800484760896701,5.715663880292918,0.08178530946232063,3.5101743536407652,14.506226181549124,0.998088310657803,3.397950274907191,0.5196292207657442,10.251090929541673,3
10.305821448556044,0.6053879975282642,0.48519316799704076,2.165260666792656,0.20083893406198655,5.020535711273382,16.986099398620052,0.9992631455182835,3.1541325742674786,0.6314203653318158,8.4,3
6.807858991418673,0.8092522118571946,0.0,1.2059412307240887,0.2681362076226657,16.405775998467696,28.89134463258435,0.994614009556938,3.3187501791859386,0.5130476150867982,9.784509507733066,3
6.719821514162072,0.7628502811319376,0.026791674549928812,1.8265060891886336,0.08045489531425952,5.079966679265018,13.953999332553357,0.9959298503882545,3.5646461217718097,0.6201475231642074,9.871457986413661,3
7.618641337196202,1.1813211384192932,0.002501957059808662,4.2705441765398495,0.09720421826374856,5.4508454279115695,15.544661262991694,0.9966788626094213,3.640736726774529,0.5323687748681043,10.742294704579948,3
6.9630029980059245,0.8172339373975652,0.006372028974356875,1.1938104586179838,0.2704814687432528,16.092520936614967,29.745255029420296,0.9946761155091137,3.3227478554805736,0.4911417825367803,9.826567661094883,3
6.625896249836724,0.7625002446140727,0.019914015840379853,1.7641081169463642,0.0787638917613537,6.327579173740115,13.549416325733478,0.9959581487394966,3.549803923518504,0.6348191402616207,10.019576665851629,3
7.075040901506733,0.8645724404298413,0.05501746588609914,5.849711452200296,0.08354101304805578,3.198510305494807,15.253542989301764,0.9982626579165468,3.4065440919294683,0.5096557942262128,10.188593422567823,3
10.27290080794471,0.4355958901503215,0.41590498819617977,1.4694410236066697,0.14294280538191811,33.484398401998305,47.26589936712774,0.998352936159979,3.388759322088314,0.8611312630086108,9.892329284218727,3
11.548697396875374,0.5931579103877613,0.6817997029771683,2.1549762205149556,0.0793293904516982,9.217478680384257,44.75508771120616,1.0008316776324233,3.2435674009492077,0.5731657703395039,9.009200019568615,3
10.427410133722134,0.5993651527803057,0.4746706152137805,2.1293458727616525,0.20115992403028066,4.6280488843402505,16.702192771969706,0.999365452997168,3.1593997081806022,0.6351400843021167,8.448254577567086,3
11.704727772442949,0.5606292973630326,0.6723279663572108,2.217029309537178,0.07576027878969123,10.295092175573258,47.91221327319076,1.000744271538649,3.2358765158384117,0.5597257088558423,8.920456523568294,3
8.236679440250136,1.002961201419967,0.03337379480894062,3.305014053172562,0.08002964152081209,6.360478575889337,12.821575977326717,0.9987156893772757,3.4887060804186913,0.4894439534623572,11.039823045576744,3
8.24318771504843,1.0202664015938874,0.011668590583661933,3.4759106624564433,0.08196887776872228,5.285436866470656,9.435924667903091,0.9990105247888559,3.4960076871816366,0.5042530782901411,10.998891123014785,3
6.613509042075884,0.8152829415067759,0.02179522293328257,1.1936309689925688,0.27005614062896993,15.487509487853892,27.485854697690918,0.994751892684489,3.320620785735988,0.524628837794932,9.74272425941641,3
7.08587254769903,0.8739236765082617,0.05973273650303455,5.624883629803574,0.0827082891642096,2.6222080663993794,14.76823915137674,0.9980632576802856,3.3835273134393438,0.5284251681224843,10.087216006915316,3
7.007729849761216,0.886111738211423,0.059494658283616074,5.780380455639417,0.07727517806431104,2.813356873523345,13.881119296665192,0.9980671767332947,3.404720006983396,0.522879945229617,10.192616325577566,3
7.3540184555479655,1.1605393795965773,0.00027396808108933824,4.292305484166641,0.09956337494999455,4.288514343176026,10.849934636840374,0.9966687896311888,3.622991667530272,0.5314230808959746,10.77832601003154,3
7.323845088284896,1.188623414936355,0.0,4.164497123354315,0.09565748556351712,4.2571720438388265,14.626598413848619,0.996454718785413,3.6248578374734928,0.5461322459152437,10.790605920871277,3
7.391813345201567,1.1992896045728432,0.0,4.370165440242371,0.10048432023378949,4.570703227500244,10.905625170372085,0.9965448780336642,3.6348571046106453,0.5386515504122531,10.71922701596484,3
10.247342184990154,0.42967904003082125,0.42381815016727753,1.544545037239251,0.14478314748899773,34.04505585689612,46.420998758981945,0.9982138172055882,3.3819732566321226,0.8647831808909869,10.00615092707154,3
7.1725878680783435,0.9765241756853396,0.0636991561245832,2.0993105826282523,0.06150538869384488,19.383300593314605,51.25791247992641,0.9972155402024263,3.3062162707982274,0.5445997287670076,9.697676746887474,3
7.784924026565554,1.573109860018245,0.0017726777819245987,2.2075237384306083,0.1399106539027119,4.939508471718926,12.04836420135308,0.994841826381285,3.4949643769464993,0.39852430216771456,10.951576841826899,3
7.188188004916993,0.9718153332389511,0.04108897316895896,2.1107710292322803,0.05878423065170568,20.55294936768553,46.96931011939088,0.996844167499261,3.310975457891419,0.5514007259770104,9.675586932258426,3
11.504744731458784,0.5770141917665796,0.6680602809506324,2.1981011435589,0.07154881698710647,9.319997763274381,46.449768800518015,1.000658545248068,3.2468258985569634,0.5721015758045903,8.972158518771563,3
7.459535003800632,0.9930637256177305,0.059005931698005915,2.055353353444284,0.060514876226282016,19.89216026840254,49.07119867797078,0.9970376328451821,3.301401398323165,0.5542131060241394,9.663344539630195,3
10.65230360315839,0.45681496520951037,0.4264004931024858,1.5393422177002407,0.14704215987719452,34.535295527363715,50.9754456857368,0.9982758524196774,3.377422031553681,0.855057529647748,9.788518640885751,3
11.49825003534426,0.5769256300500486,0.6672886140074022,2.2322258374838917,0.07071427284842695,9.781511854252601,46.17668840408287,1.0006762419700634,3.252632459382493,0.5585372909700836,9.069635903268704,3
7.268017765771236,0.9974342840561945,0.0473511824803712,2.1009926077568988,0.05688188425051503,19.700335885008858,48.203390378306416,0.997231729973235,3.30861937477384,0.5638648505305593,9.665285585302392,3
10.42966392553449,0.440325580472937,0.41091743341672365,1.4465845292630672,0.1470336377453231,34.60776776086659,50.587064404856754,0.9983492055599925,3.369042742047736,0.8812416634438048,9.856639539309231,3
7.750136509431894,1.58,0.0,2.1087852964663045,0.1355113411401987,4.840051206355083,8.373934477270346,0.9948043696180309,3.5076670465261417,0.4038179950779705,10.836159670570952,3
7.214291965663944,0.979146171261092,0.03401035838286369,2.095280507087119,0.06003165550566391,20.576947901404868,50.2063998842043,0.9969853340702697,3.2887692388752425,0.5387019193023791,9.688943485717742,3
10.378697744079252,0.44119938432927586,0.4223166056368862,1.4098362166611103,0.14041582640998831,34.22407586864422,45.53251054388242,0.9983874935264032,3.3765398596438603,0.8534020596800632,9.9954107050246,3
7.467511372331563,1.1883446637141977,0.0,4.150482395426809,0.09532370658966349,4.82091046270906,13.713964727471225,0.9965644501347607,3.625192335966994,0.5443444756223315,10.813280287714543,3
7.1377592120004705,0.9040914888726437,0.04569831623057852,5.7382132344690495,0.08198131753175873,3.2505728306929433,11.227730966674036,0.9980535227544132,3.401148655331794,0.5314442015673085,10.110141666837217,3
7.367331036911593,1.1927905960216976,0.0,4.074071531776481,0.09929695697481554,5.167391133776516,12.236953505756095,0.9966570956015373,3.6343538987436346,0.5296499863398083,10.680823203487675,3
7.0883775437310925,0.8685274220588876,0.037805192600928725,5.713888974079413,0.08009595370847827,3.533271936691644,15.40184162556005,0.997927776927088,3.408734472978056,0.5189390252034699,10.144037859705218,3
10.280590999722111,0.6188678478483333,0.5009582653983533,2.0676740851835618,0.20409180163529195,4.713564298529037,15.916635674935828,0.9995492356364224,3.1544775688146194,0.6316719558101219,8.453472306131848,3
10.379314731714707,0.606688665699,0.48350206642646293,2.188457994248084,0.19830993856796073,5.021524545798999,15.466950681959801,0.9994170435164095,3.1645470780923235,0.6373777457969212,8.415505648785128,3
10.376864382250014,0.6055180189359705,0.49352544253213365,2.0666338075884245,0.1983135535038428,4.967866453500065,14.7492532232286,0.999519698928882,3.1615179480269684,0.6270679334810396,8.4,3
7.620163836594837,1.58,0.0,2.1445914787962845,0.14079549461832563,5.367821296905887,8.63140566146234,0.9946595064796081,3.4867324624324314,0.3866554304598912,10.903926441155164,3
7.351770114053301,1.185284481804436,0.014065974932316615,4.2231623975934225,0.09752206194277759,4.464483794584393,14.502993672560722,0.9965137340441762,3.6447326375327758,0.5453008927952057,10.67417009023083,3
7.140952880375991,0.8775494058345017,0.04859186645166099,5.707691159643674,0.08063713754450964,3.531231703509524,15.641909708791724,0.9979714252384764,3.3888468805750382,0.5295982714953095,10.287335996321202,3
10.487953852673998,0.44012798667925995,0.42283567484542184,1.5498217088973403,0.14461700063606342,34.24359313562174,43.614830847955275,0.9983433892804341,3.383251865484699,0.8592952186017987,9.929592299685748,3
11.613498957897587,0.583080262657547,0.6827387471944921,2.168723977055334,0.07734052639571048,9.31208639224195,45.61058680440911,1.0008061658661709,3.253022897564911,0.5734580533159638,9.036239639066723,3
10.430549864806183,0.4438891034075455,0.4348259728643505,1.5673827440310357,0.14861982474694543,34.63115241408783,48.26576188587096,0.9982766026397237,3.3821366854993697,0.8559510028634475,9.75571103695894,3
11.60461651484793,0.5622737195061177,0.6570027608867781,2.1328104344890635,0.07198346577711974,11.167008709948231,46.83485437632145,1.0007052394355906,3.2461661312270844,0.5627827293495937,8.99638651390961,3
8.300007329496982,1.0261001836912231,0.014200188744643133,3.4199190976957357,0.08389523757983855,6.523321511728911,11.673818749295716,0.9988016418265733,3.486412709976773,0.4987588439652254,11.112708530186735,3
10.337333052509646,0.43101298458304715,0.4168172026675915,1.5623849195268071,0.14522258306390412,34.74540477593803,48.446911944676735,0.9983154693803878,3.367904319129359,0.8633066355728455,9.971747922442406,3
7.327487365333452,0.9668007044408856,0.05498518707897178,2.1446288890376377,0.05856512788633867,20.04459489479953,48.49073430587805,0.9970064928445467,3.309489707371374,0.5541844842047574,9.600066408806558,3
7.291550708507313,0.9794654456536388,0.04897124181926353,2.2295817386351477,0.06086252234075715,19.13209045333764,48.11991950899535,0.996985932867289,3.3056289475059497,0.5628180660796328,9.683042636766716,3
6.98179060090312,0.8157685576845808,0.0,1.148379525401187,0.2670131413074165,15.036698762820702,28.589902702926658,0.9948545691023116,3.3147497112709723,0.5009986669377906,9.734993864924935,3
7.536645071461537,1.1786533326460693,0.01434437759964369,4.156747874673264,0.0998149983299109,5.13324555252585,15.918913539805954,0.9965923070064788,3.6333235737719694,0.5352893696648975,10.792576193990376,3
11.633510576453109,0.5876052427946197,0.658883389620414,2.1327673476503786,0.07698094297668721,9.690771870400773,45.77721933563702,1.000918680249915,3.2583524149377237,0.5713476996781794,9.013216254471075,3
11.533728870209801,0.5677169955411767,0.6824826852569227,2.244656278446052,0.07318723364110621,9.522258722389962,46.895084679823654,1.0007501697929904,3.2473391446428352,0.5651845207200712,8.958459747609854,3
7.303387630569131,1.1812758274732658,0.000887174367987504,4.2836674017146015,0.09647178325231166,4.967223421736007,14.306263503660206,0.9966228733295218,3.6360516958236917,0.5466827738685004,10.701848056527323,3
7.703450158441473,1.574647485822095,0.017454749486454296,2.1069141543829355,0.1386400334810434,5.3215592934890585,11.606483974972218,0.9947548159961386,3.500385580464575,0.39840085788361446,10.75893299228149,3
6.822819636300881,0.8145736535262756,0.003493450260880124,1.1240704866587263,0.2655552615226907,15.241132464405164,28.49835088526672,0.9945513642290563,3.313079704565619,0.5015303755975784,9.741300042950375,3
7.641700209892258,1.58,0.00941469915157654,2.151852259555352,0.13845326019005252,4.7655227093846095,10.601635975690638,0.9948934722965833,3.4980004029487533,0.40056125236460677,10.901971724829188,3
7.448483596113093,1.5707762012705715,0.0,2.0171907440024746,0.13678297267326403,5.78870135413862,11.057956649767547,0.9947473704554145,3.497678440610454,0.40145355941789135,10.945753804903442,3
7.680547559478997,1.58,0.0,2.1783631732370514,0.13460670698870447,4.438308584270629,8.893501861118109,0.9948297496899363,3.4945996208471715,0.40797596406750014,10.794968553131024,3
7.439466174790691,1.1855765703244712,0.00449446569764508,4.443207664571121,0.09463772026236322,5.454331509157167,13.64800505343354,0.9965297260318208,3.633321520635419,0.5433548067748853,10.679378250523692,3
7.503559660960037,1.5626857292195928,0.009664914256791227,2.1247778463518734,0.1405725609090789,4.746794336561159,8.450333186798918,0.994744595975553,3.5018189339699686,0.403935121035645,10.954627302647431,3
7.259048310773037,0.9620758213993348,0.05039358086484297,2.139427257704142,0.060613819907056735,20.285102745742737,48.572660939879654,0.996968996238657,3.297669576911503,0.5527331592893145,9.621471625274737,3
10.422903704801913,0.6098872591791507,0.47742315461624935,2.0666749476950277,0.2040497769226513,5.573203851521828,17.426962656121955,0.9995154989370126,3.1471976750851507,0.6283938323777535,8.412399541361966,3
8.304556714698933,1.0179778030337405,0.006700988967996296,3.2776011810751813,0.08273191265043467,6.3872185478898835,11.38588998939081,0.9989490999132346,3.483292075554304,0.48388825553270753,11.003569436519399,3
11.574625081410227,0.579053544017206,0.6460471339657161,2.1592467156667885,0.07471893995795487,10.47491180364688,47.39303905594909,1.000834299631229,3.243680049971855,0.5724647571678142,9.09275358563577,3
11.591012096658512,0.5797439167055527,0.6427182639982422,2.1261031364862957,0.07990714347121014,9.398449556395713,45.120373441695584,1.0009269166810846,3.2523413673271855,0.5671573316016689,8.987548878832657,3
8.278115893116295,1.0220642257313748,0.021070419443257448,3.3021597901922015,0.08138947800795979,6.581735196646963,9.383858826664028,0.9990280553030431,3.486053637561891,0.5044198386126313,10.990715846065463,3
7.413249976426677,1.1936724778365868,0.010999360045914489,4.366458552264502,0.09231459372475978,4.554584229169002,17.580514929699685,0.9966715180889031,3.6201478080134257,0.5514533039416349,10.746256120499448,3
10.527798327947748,0.42983165029860254,0.41986883616911486,1.518449786854488,0.1481763891966858,34.13557514842183,47.702951499929526,0.9981871454701646,3.3690580235402954,0.8654002343476064,9.828240196586476,3
7.177087022434258,1.1742746247569622,0.0,4.275672836944803,0.09495873802679923,5.1348983854464425,12.705784223235781,0.9965349916687386,3.6429798855770574,0.5432295887857136,10.688049495685965,3
11.579429675231765,0.5699943746853252,0.6581349679374664,2.179105240205245,0.07394887923539109,10.253410324063589,49.39057571619785,1.0007061908131716,3.2527253118673443,0.5692494151135592,8.975343785554792,3
11.61533001384134,0.5826440399137,0.6584083423371089,2.1883112028450724,0.07255345985596992,10.176013873019576,47.47074632513146,1.0008679850092266,3.2467501237523857,0.5592383967070821,8.992484416344162,3
8.325706927158869,1.0313932179540035,0.04049221765005866,3.465218757880061,0.08466205183738468,5.559224455353507,11.965777311377009,0.9989359467168821,3.472760265862987,0.48815532794085637,11.04590156529646,3
7.56769940814861,1.5760525687138978,0.0,2.0978135034751872,0.13465327522251183,4.294878516493197,8.769399637848101,0.9946300623744876,3.496043156682753,0.40086528142026984,10.929981949834751,3
7.247429608458222,1.1621055290618016,0.0,4.285883235676218,0.09655575615162586,5.455683120984249,13.467673400937993,0.9965823626353316,3.6207709028344146,0.5419580311507796,10.65949383704798,3
7.128486240606404,0.8594057970571465,0.06667782693329152,5.686747034572691,0.08311052347521769,3.097073202740812,13.716714904432799,0.9979403813928903,3.4068480482408647,0.5240067155885051,10.207395874247736,3
8.45001948580211,1.0123764095500787,0.024399360499472656,3.376865096931133,0.08151064354109457,6.600392524348898,8.690208777101345,0.998915032746437,3.4739787683178363,0.4978620280031952,11.080637768788568,3
7.1667849186746615,0.9748959073423765,0.05550741459477516,2.0048705308969463,0.059271602358464674,19.976633147352956,48.85312189762836,0.9968953122983265,3.318476878441106,0.5440936108392951,9.655020395053299,3
11.675023022762739,0.5762626045726461,0.6611202722437455,2.0662731366831024,0.07314236628050884,9.26599340828122,47.49450764991397,1.0008494167381277,3.246894398504192,0.5641710805045275,9.007853997877334,3
8.27146775179591,1.020353077688721,0.023225800972289695,3.3823143121347505,0.08047247884235396,6.50467089413692,14.0911012855788,0.9989553190413631,3.4719121418075525,0.5023806599100291,10.989549375259882,3
7.394674011817085,1.182147032915333,0.007602554028008708,4.253820062692379,0.0959567632239181,4.806531907243089,14.143656904678952,0.9967782898813629,3.626695388714921,0.5465790515258778,10.696591222459503,3
11.508556300927056,0.5896031005773822,0.6520857921171417,2.1130374328577046,0.07429329002047738,10.178650127460322,43.100880296358255,1.000879230245849,3.2296579431306753,0.5666654169189675,8.91177608631411,3
10.370952651877577,0.4338133830903922,0.42858462702162997,1.4976689582859228,0.14401357634358739,33.66179081844526,47.843002288944284,0.9982804804150844,3.3790638242676523,0.8590851301580048,9.976326887135517,3
8.41290821051649,1.01210844038353,0.00657638672104198,3.4036345165222124,0.08333001401190573,6.858923217711367,15.576197242303348,0.9989964452606478,3.4786812674064,0.4891235065051195,10.958105028097666,3
6.8506033108319,0.819382461039547,0.003210396937425977,1.0542200355836042,0.2669508658966625,15.542114519109132,30.44721912533305,0.9945793941013671,3.3263932536592873,0.5102694328636187,9.855513851402764,3
11.750450380103363,0.5659464704275071,0.6617475195165315,2.1381232166482906,0.07238107226286321,9.823739008270422,45.645452765110164,1.000710060923068,3.2353777121001204,0.5740335676789682,8.966381492051536,3
7.502257622521091,1.1885662893144973,0.0,4.27753742832586,0.09870612506273257,5.0561272818031515,14.98741227237189,0.996631130789289,3.639006573739854,0.5616319664802515,10.666158151370334,3
10.438134454296199,0.6109385222171725,0.48977820998253235,2.126171242240189,0.20354520471700963,4.429483802838291,14.760505688713904,0.9991983205114475,3.1663611343870697,0.6316192581129842,8.465633937792395,3
7.2514598248478706,0.8736506703398621,0.04391353248519298,5.621993476931359,0.08085351766265567,3.172651342052399,11.738535904112492,0.9980765274786189,3.409705610784342,0.5256541783016649,10.253772409532552,3
6.738126332115246,0.774535213431721,0.009522161287765368,1.8107135739286595,0.07919787831667487,6.842003219574755,11.418067342893215,0.9959046606226819,3.5495913136169164,0.615608713226435,9.961289507992483,3
7.671910351192694,1.5743058275727657,0.0,2.1691307678418754,0.1364084228338502,4.743800462769792,9.152890091962552,0.9947694667245512,3.507859541259258,0.39586218129964906,10.941180735607423,3
6.674242963825002,0.7788549544419593,0.00920649385082217,1.8525423226594069,0.07890233091804005,6.20640819106734,8.872662923242965,0.9958992900028032,3.5385951875912296,0.6404859017802289,9.934388350300017,3
7.405779470194069,1.1829369492407502,0.003155935035922307,4.243557185965339,0.10086566402645246,3.5637952731131666,12.080389982707038,0.9966396442306273,3.635527413214085,0.543433095843649,10.69954728395737,3
7.239429096369855,0.9683132998727938,0.03875581282679171,2.0683574596604477,0.062255800614308555,19.979664806078308,49.01726501346033,0.997051806067661,3.3040220884980953,0.512546173071361,9.66420395520386,3
7.385944860404456,0.9806398736518428,0.056960876343749814,2.057446439774764,0.05662171771309581,19.836478131820925,48.31816822622439,0.9971808583926955,3.297198637572403,0.5557516722057088,9.74891287230699,3
10.297664930823546,0.6001506711452227,0.4784488832799248,2.1316319564278916,0.20112084399219501,4.572446717061766,16.659511416104,0.9994006293143081,3.1512858700347604,0.6463683576420723,8.4,3
7.66794672853495,1.5731202568323428,0.0,2.1131920893532548,0.14004374717324652,5.56491026639922,6.970960590070078,0.9946881735146494,3.500042876366515,0.38296823292017323,10.98035181843084,3
6.7834420528159125,0.8186334764020241,0.0,1.242557584830503,0.2664529138198,15.82958220438844,30.19288937268828,0.9946869295397128,3.313610184568045,0.5229654585089596,9.782912337927526,3
